ID,GICS_INDUSTRY_GROUP_NAME,TOTAL_GHG_EMISSIONS,ENERGY_CONSUMPTION,RENEW_ENERGY_USE,WATER_CONSUMPTION,PCT_WATER_RECYCLED,DISCHARGE_TO_WATER,TOTAL_WASTE,HAZARDOUS_WASTE,WASTE_RECYCLED,NUM_ENVIRON_FINES,ENVIRON_FINES_AMT,NUMBER_SPILLS,AMOUNT_OF_SPILLS,PCT_OF_GREEN_SUSTAIN_REVENUE,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_CLASS,UN_GLOBAL_COMPACT_SIGNATORY,HUMAN_RIGHTS_POLICY,EQUAL_OPPORTUNITY_POLICY,FAIR_REMUNERATION_POLICY,POLICY_AGAINST_CHILD_LABOR,WORK_ACCIDENTS_EMPLOYEES,FATALITIES_CONTRACTORS,FATALITIES_TOTAL,EMPLOYEE_TRAINING_COST,COMMUNITY_SPENDING,EMPLOYEE_TURNOVER_PCT,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_MGT,FATALITIES_EMPLOYEES,LOST_TIME_INCIDENT_RATE,PCT_EMPLOYEES_UNIONIZED,BOARD_SIZE,PCT_INDEPENDENT_DIRECTORS,CEO_DUALITY,SIZE_OF_AUDIT_COMMITTEE,BOARD_AVERAGE_TENURE,BOARD_AVERAGE_AGE,PCT_OF_NON_EXEC_DIR_ON_BRD,CSR_SUSTAINABILITY_COMMITTEE,CHIEF_EXECUTIVE_OFFICER_TENURE,PCT_OF_EXECUTIVES_THAT_ARE_WOMEN,BOARD_DURATION,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,GHG_SCOPE_1_2020,GHG_SCOPE_1_2021,GHG_SCOPE_1_2022,GHG_SCOPE_1_2023,GHG_SCOPE_1_2024,GHG_SCOPE_1_2025,GHG_SCOPE_2_2019,GHG_SCOPE_2_2020,GHG_SCOPE_2_2021,GHG_SCOPE_2_2022,GHG_SCOPE_2_2023,GHG_SCOPE_2_2024,GHG_SCOPE_2_2025,GHG_SCOPE_3_2019,GHG_SCOPE_3_2020,GHG_SCOPE_3_2021,GHG_SCOPE_3_2022,GHG_SCOPE_3_2023,GHG_SCOPE_3_2024,GHG_SCOPE_3_2025,SALES_REV_TURN_2019,SALES_REV_TURN_2020,SALES_REV_TURN_2021,SALES_REV_TURN_2022,SALES_REV_TURN_2023,SALES_REV_TURN_2024,SALES_REV_TURN_2025,BS_TOT_ASSET_2019,BS_TOT_ASSET_2020,BS_TOT_ASSET_2021,BS_TOT_ASSET_2022,BS_TOT_ASSET_2023,BS_TOT_ASSET_2024,BS_TOT_ASSET_2025,EBITDA_2019,EBITDA_2020,EBITDA_2021,EBITDA_2022,EBITDA_2023,EBITDA_2024,EBITDA_2025,CF_CAP_EXPEND_PRPTY_ADD_2019,CF_CAP_EXPEND_PRPTY_ADD_2020,CF_CAP_EXPEND_PRPTY_ADD_2021,CF_CAP_EXPEND_PRPTY_ADD_2022,CF_CAP_EXPEND_PRPTY_ADD_2023,CF_CAP_EXPEND_PRPTY_ADD_2024,CF_CAP_EXPEND_PRPTY_ADD_2025,NUM_OF_EMPLOYEES_2019,NUM_OF_EMPLOYEES_2020,NUM_OF_EMPLOYEES_2021,NUM_OF_EMPLOYEES_2022,NUM_OF_EMPLOYEES_2023,NUM_OF_EMPLOYEES_2024,NUM_OF_EMPLOYEES_2025,name,isin,gics_sector_name
TEL UN Equity,Technology Hardware & Equipmen,497.75,1294.4300537109375,981.864013671875,2540.1298828125,,,111.01000213623047,9.329999923706055,94.9530029296875,,,,,,,,True,True,True,,True,56.0,,,,7.019999980926514,,41.0,28.0,0.0,0.03999999910593033,60.0,12.0,83.33329772949219,False,4.0,7.77564001083374,61.33330154418945,83.33329772949219,True,9.583330154418945,27.777799606323242,1.0,7.0,75.0,59.93600082397461,71.47899627685547,58.01300048828125,44.75,32.10200119018555,36.10900115966797,501.3039855957031,412.8370056152344,460.5360107421875,466.06298828125,441.00201416015625,443.2950134277344,461.6409912109375,15.88599967956543,2758.75,3799.669921875,3341.0400390625,3420.5,3313.10009765625,3221.409912109375,13448.0,12172.0,14923.0,16281.0,16034.0,15845.0,17262.0,19694.0,19242.0,21462.0,20782.0,21712.0,22854.0,25081.0,2668.0,1356.0,3323.0,3672.0,3227.0,3756.0,4194.0,-749.0,-560.0,-690.0,-768.0,-732.0,-680.0,-936.0,78000.0,82000.0,89000.0,92000.0,90000.0,87000.0,93000.0,TE Connectivity PLC,IE000IVNQZ81,Information Technology
TER UW Equity,Semiconductors & Semiconductor,,75.64399719238281,,,,,,,,,,,,,Targets Set,1.5,,,True,,,,,,,,,24.700000762939453,,,,,9.0,88.88890075683594,False,4.0,6.870369911193848,65.66670227050781,88.88890075683594,True,3.666670083999634,25.0,1.0,5.0,75.0,2.441999912261963,2.635999917984009,3.9277799129486084,3.1552700996398926,3.5169999599456787,,28.33300018310547,29.210899353027344,29.05500030517578,29.601699829101562,29.909900665283203,29.225000381469727,,7.664999961853027,4.308839797973633,182.26199340820312,3854.139892578125,2350.010009765625,229.6959991455078,,2294.965,3121.469,3702.881,3155.045,2676.298,2819.88,3190.024,2787.014,3652.346,3809.425,3501.252,3486.824,3708.714,4183.599,696.209,1078.15,1351.005,966.6139999999999,637.8539999999999,711.229,802.2320000000001,-134.642,-184.977,-132.472,-163.249,-159.642,-198.095,-224.009,5400.0,5500.0,5900.0,6500.0,6500.0,6500.0,6600.0,Teradyne Inc,US8807701029,Information Technology
TFC UN Equity,Banks,128.88600158691406,416.4309997558594,3.240000009536743,922.281982421875,,,,,,,,,,,,,False,True,True,False,True,,,,,89.5,16.020000457763672,60.5,35.0,,,0.0,13.0,92.30770111083984,True,4.0,8.369050025939941,66.61540222167969,92.30770111083984,True,0.08333329856395721,33.33330154418945,1.0,9.0,75.0,12.972000122070312,12.739999771118164,13.427000045776367,12.84000015258789,13.381999969482422,16.059999465942383,208.64999389648438,179.6439971923828,166.1439971923828,154.28900146484375,134.19400024414062,122.50800323486328,112.82599639892578,90.43499755859375,58.36199951171875,74.3489990234375,80.02999877929688,89.37699890136719,376.8210144042969,34523.19921875,14664.0,24427.0,23064.0,25356.0,29950.0,24253.0,30438.0,473078.0,509228.0,541241.0,555255.0,535349.0,531176.0,547538.0,,,,,,,,-224.0,-815.0,-442.0,-564.0,0.0,0.0,0.0,40691.0,54982.0,51348.0,53999.0,49037.0,36769.0,38062.0,Truist Financial Corp,US89832Q1094,Financials
TGT UN Equity,Consumer Staples Distribution,,5781.0400390625,,,,,,,,,,,,,Targets Set,2,,True,True,,True,,,,,,,56.0,53.0,,,,12.0,91.66670227050781,True,6.0,5.737180233001709,66.75,91.66670227050781,True,0.6666669845581055,58.33330154418945,1.0,7.0,94.0,752.552001953125,699.8770141601562,734.7990112304688,779.8579711914062,818.1480102539062,867.4500122070312,1836.0999755859375,2433.22998046875,1492.2099609375,1424.6600341796875,1505.5400390625,1474.6199951171875,1394.31005859375,62038.0,61738.0,69130.0,74766.0,69420.0,59567.0,58873.69921875,75356.0,78112.0,93561.0,106005.0,109120.0,107412.0,106566.0,41290.0,42779.0,51248.0,53811.0,53335.0,55356.0,57769.0,6824.0,7536.0,9393.0,12036.0,6996.0,9038.0,9173.0,-3516.0,-3027.0,-2649.0,-3544.0,-5528.0,-4806.0,-2891.0,360000.0,368000.0,409000.0,450000.0,440000.0,415000.0,440000.0,Target Corp,US87612E1064,Consumer Staples
TJX UN Equity,Consumer Discretionary Distrib,,2424.080078125,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,51.0,,,,10.0,80.0,False,5.0,12.441699981689453,69.19999694824219,80.0,True,10.75,16.66670036315918,1.0,5.0,75.0,125.78199768066406,105.0009994506836,121.65299987792969,128.4499969482422,131.0229949951172,143.25799560546875,673.5800170898438,634.4749755859375,537.0440063476562,577.573974609375,598.0250244140625,584.5889892578125,559.1580200195312,80.30000305175781,82.0999984741211,40.518001556396484,139.75,120.05599975585938,132.66700744628906,160.03700256347656,38972.934,41716.977,32137.0,48550.0,49936.0,54217.0,56360.0,14326.029,24145.003,30813.555,28461.0,28349.0,29747.0,31749.0,5037.848,7035.634,3273.0,7529.0,7456.0,8776.0,9507.0,-1125.139,-1223.116,-568.0,-1045.0,-1457.0,-1722.0,-1918.0,270000.0,286000.0,320000.0,340000.0,329000.0,349000.0,364000.0,TJX Cos Inc/The,US8725401090,Consumer Discretionary
TKO UN Equity,Media & Entertainment,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,12.0,58.33330154418945,True,3.0,3.222219944000244,59.58330154418945,58.33330154418945,False,3.083329916000366,0.0,1.0,5.0,75.0,,,,,,,,,,,,,,,,,,,,,960.442,974.207,1095.174,1140.147,1674.968,4884.241,4735.151,992.233,1297.322,1204.067,3580.73,12690.739,15111.782,15495.821,164.691,262.756,310.918,605.577,615.804,510.82700000000006,1339.344,-69.086,-27.662,-39.231,-12.404,-48.633,-118.818,-126.953,960.0,900.0,870.0,890.0,1250.0,1300.0,4000.0,TKO Group Holdings Inc,US87256C1018,Communication Services
TMO UN Equity,"Pharmaceuticals, Biotechnology",,2832.89990234375,,,,,,,,,,,,,Targets Set,1.5,True,True,True,,True,,,,,,,49.0,,,0.17000000178813934,,12.0,83.33329772949219,True,4.0,10.621199607849121,62.75,91.66670227050781,True,17.0,26.923099517822266,1.0,,75.0,305.3320007324219,326.69500732421875,328.43798828125,330.0679931640625,315.8429870605469,324.4630126953125,456.79901123046875,439.5679931640625,452.875,430.58099365234375,429.8299865722656,451.6820068359375,,,,10370.400390625,11502.7001953125,9563.6396484375,8401.7197265625,7148.14990234375,25542.0,32218.0,39211.0,44915.0,42857.0,42879.0,44556.0,58381.0,69052.0,95123.0,97154.0,98726.0,97321.0,110343.0,7079.0,10343.0,12874.0,12125.0,10620.0,10798.0,10907.0,-926.0,-1474.0,-2523.0,-2243.0,-1479.0,-1400.0,-1525.0,75000.0,80000.0,130000.0,130000.0,122000.0,125000.0,125000.0,Thermo Fisher Scientific Inc,US8835561023,Health Care
TMUS UW Equity,Telecommunication Services,2712.699951171875,7775.2001953125,7558.330078125,738.9959716796875,,,25.94700050354004,0.3019999861717224,,,,,,,Targets Set,1.5,False,True,True,False,True,122.0,,,23.0,1140.0,,40.50709915161133,33.86240005493164,0.0,,,13.0,46.15380096435547,False,3.0,8.25,61.0,92.30770111083984,True,0.9166669845581055,20.0,1.0,5.0,75.0,59.59299850463867,70.3499984741211,105.86399841308594,75.87799835205078,75.93499755859375,94.24299621582031,2651.60009765625,2953.10009765625,2893.72998046875,3197.669921875,3031.679931640625,2808.68994140625,2618.449951171875,7397.64990234375,7409.72998046875,7263.740234375,6905.2900390625,5747.7900390625,5073.669921875,4991.22021484375,44998.0,68397.0,80118.0,79571.0,78558.0,81400.0,88309.0,86921.0,200162.0,206563.0,211338.0,207682.0,208035.0,219237.0,14896.0,25225.0,29196.0,26708.0,32071.0,35716.0,36732.0,-6391.0,-11034.0,-12326.0,-13970.0,-9801.0,-8840.0,-9955.0,53000.0,75000.0,75000.0,71000.0,67000.0,70000.0,75000.0,T-Mobile US Inc,US8725901040,Communication Services
TPL UN Equity,Energy,,100.71199798583984,,,,,,,,,,,,,,,,True,True,,True,,,,,,,36.0,3.0,,0.0,,,90.0,,,4.25,,,,9.916669845581055,20.0,,,,18.98699951171875,16.159000396728516,10.59000015258789,13.819000244140625,14.944999694824219,,,5.110000133514404,6.5960001945495605,11.491999626159668,10.571999549865723,14.663000106811523,,,,,,,,,490.496,302.554,450.958,667.422,631.595,705.823,798.19,598.176,571.635,764.064,877.427,1156.398,1248.02,1623.278,409.179,232.346,379.45,578.483,501.61,565.2,656.005,-106.792,-9.052,-16.083,-19.845,-35.348,-31.172,-95.482,94.0,102.0,92.0,99.0,100.0,111.0,114.0,Texas Pacific Land Corp,US88262P1021,Energy
TPR UN Equity,Consumer Durables & Apparel,,115.23799896240234,,,,,,,,,,,,,Targets Set,1.5,,,,,,,,,,,,80.0,59.0,,,,,90.90910339355469,,,5.446969985961914,,,True,6.25,40.0,,,,10.940999984741211,3.5230000019073486,6.599999904632568,5.559000015258789,4.584000110626221,4.311999797821045,57.007999420166016,38.87799835205078,37.91400146484375,41.67399978637695,39.87799835205078,37.584999084472656,0.06499999761581421,89.39099884033203,72.6520004272461,560.8330078125,644.489990234375,557.8489990234375,649.60302734375,637.22900390625,6027.1,4961.4,5746.3,6684.5,6660.9,6671.2,7010.7,6877.3,7924.2,8382.4,7265.3,7116.8,13396.3,6580.5,1087.9,105.60000000000008,1515.2,1683.3,1659.6000000000001,1657.0,922.0999999999999,-274.2,-205.4,-116.0,-93.9,-184.2,-108.9,-122.7,10110.0,9200.0,8800.0,14400.0,14700.0,18600.0,19000.0,Tapestry Inc,US8760301072,Consumer Discretionary
TRGP UN Equity,Energy,,,,,,,,,,,,,,,,,,,True,,,,,,,,,15.0,26.0,,0.3100000023841858,0.0,11.0,90.90910339355469,False,3.0,8.446969985961914,64.27269744873047,90.90910339355469,True,6.583330154418945,11.111100196838379,3.0,10.0,99.0,7700.0,7200.0,8707.0,9531.0,10168.0,,,2500.0,2700.0,3296.0,3691.0,3994.0,,25100.0,27100.0,23700.0,32400.0,32700.0,38700.0,,8671.1,8260.3,16949.8,20929.8,16060.3,16381.5,17028.3,18815.1,15875.7,15208.2,19560.0,20671.8,22734.1,25218.4,1184.7,-415.9,1757.8999999999999,2853.2,3987.3,4163.8,4892.4,-2877.8,-951.6,-505.1,-1539.5,-2385.4,-2965.8,-3333.3,2680.0,2372.0,2430.0,2850.0,3182.0,3370.0,3570.0,Targa Resources Corp,US87612G1013,Energy
TRMB UW Equity,Software & Services,,41.07630157470703,,,,,,,,,,,,,Targets Set,1.5,,,,,,,,,,,,32.5,,,,,10.0,90.0,False,4.0,6.760419845581055,61.599998474121094,90.0,True,6.75,33.33330154418945,1.0,4.0,75.0,9.772000312805176,3.808000087738037,5.072000026702881,4.180389881134033,2.6476199626922607,,13.949000358581543,22.961000442504883,10.800000190734863,11.494999885559082,12.4798002243042,12.159600257873535,,210.5189971923828,329.0,185.69400024414062,168.0,286.72698974609375,359.2409973144531,,3264.3,3147.7,3659.1,3676.3,3798.7,3683.3,3587.3,6640.7,6876.9,7099.6,7269.0,9539.3,9488.3,9312.0,621.3999999999999,655.4,776.4,719.0,732.9,724.1,822.1999999999999,-69.0,-56.8,-46.1,-43.2,-42.0,-33.6,-25.3,11484.0,11402.0,11931.0,11825.0,12700.0,12100.0,11500.0,Trimble Inc,US8962391004,Information Technology
