,Company,Sector,Climate_Transition_Score,Data_Coverage,Benchmark_Weight,Prior_Return,BL_Posterior_Return,Weight,Active_Weight,Dollar_Allocation
AMP,Ameriprise Financial Inc,Financials,68.54924908568529,0.8000000000000002,0.0021141649048625794,0.14818745912127848,0.1523077933888076,0.0032102743676444534,0.001096109462781874,3210274.3676444534
HPE,Hewlett Packard Enterprise Co,Information Technology,52.42178762011535,1.0000000000000002,0.0021141649048625794,0.12205613320185298,0.12562433945116405,0.0032093376447373894,0.00109517273987481,3209337.6447373894
HRL,Hormel Foods Corp,Consumer Staples,67.2505825986058,1.0000000000000002,0.0021141649048625794,0.03409019193495614,0.033562040631920684,0.0031652869435519373,0.001051122038689358,3165286.943551937
AMAT,Applied Materials Inc,Information Technology,62.28204746230232,1.0000000000000002,0.0021141649048625794,0.14739316553497528,0.14734486513499076,0.0031280888992222776,0.0010139239943596982,3128088.8992222776
HSY,Hershey Co/The,Consumer Staples,47.06450531433163,1.0000000000000002,0.0021141649048625794,0.04905345427446134,0.04944686762502238,0.0030952678026396527,0.0009811028977770734,3095267.8026396525
DD,DuPont de Nemours Inc,Industrials,72.44078403231397,1.0000000000000002,0.0021141649048625794,0.11986534507789524,0.12042040542772232,0.0030039263735089695,0.0008897614686463901,3003926.3735089693
ZTS,Zoetis Inc,Health Care,56.27847690588245,0.8000000000000002,0.0021141649048625794,0.08599168828915875,0.08819214368197498,0.002954287829568935,0.0008401229247063558,2954287.829568935
MCO,Moody's Corp,Financials,73.49516141509984,1.0000000000000002,0.0021141649048625794,0.11068474046277904,0.11445074962753304,0.0028965308467537435,0.0007823659418911642,2896530.8467537435
SWKS,Skyworks Solutions Inc,Information Technology,51.930258849278815,0.5600000000000002,0.0021141649048625794,0.1376902484075927,0.1401037474265992,0.002827721981599142,0.0007135570767365625,2827721.981599142
AVY,Avery Dennison Corp,Materials,62.82832369454353,1.0000000000000002,0.0021141649048625794,0.10132714439195876,0.10261489200396129,0.0027503653970518344,0.000636200492189255,2750365.3970518345
SYK,Stryker Corp,Health Care,45.607355185034336,0.9200000000000002,0.0021141649048625794,0.09896756632021123,0.1021403294265272,0.0027427116907317375,0.0006285467858691582,2742711.6907317378
FE,FirstEnergy Corp,Utilities,50.1174378077002,0.8000000000000002,0.0021141649048625794,0.06392403926977602,0.06309555435766392,0.002684460890703034,0.0005702959858404546,2684460.890703034
AAPL,Apple Inc,Information Technology,65.85127631502762,1.0000000000000002,0.0021141649048625794,0.09952388026888288,0.10276154130294399,0.0026549834252692986,0.0005408185204067192,2654983.4252692987
LH,Labcorp Holdings Inc,Health Care,47.32954693780185,1.0000000000000002,0.0021141649048625794,0.08939040313499536,0.09144212215752232,0.002630326916604897,0.0005161620117423178,2630326.916604897
COR,Cencora Inc,Health Care,59.36570627819378,1.0000000000000002,0.0021141649048625794,0.060831957197286,0.063283660144475,0.0025923540525160174,0.00047818914765343805,2592354.0525160176
NDAQ,Nasdaq Inc,Financials,62.283258539079526,1.0000000000000002,0.0021141649048625794,0.08673855535594162,0.08952061282622156,0.0025521606350775617,0.0004379957302149823,2552160.6350775617
FRT,Federal Realty Investment Trus,Real Estate,56.35981058742409,1.0000000000000002,0.0021141649048625794,0.10718387066911475,0.10880883781169577,0.0025201920073960444,0.000406027102533465,2520192.007396044
REG,Regency Centers Corp,Real Estate,62.67580089881559,0.5700000000000002,0.0021141649048625794,0.1051396679741308,0.10660065012778663,0.002514044499105556,0.00039987959424297656,2514044.499105556
ABT,Abbott Laboratories,Health Care,48.74516444218951,0.9200000000000002,0.0021141649048625794,0.06835623239433779,0.07033936082490107,0.002485433331625789,0.0003712684267632095,2485433.331625789
ANET,Arista Networks Inc,Information Technology,46.16216370599873,1.0000000000000002,0.0021141649048625794,0.11251871548640235,0.1165990418190527,0.00242893971882437,0.00031477481396179063,2428939.71882437
LOW,Lowe's Cos Inc,Consumer Discretionary,50.85376272685915,0.9200000000000002,0.0021141649048625794,0.10501385114997533,0.1068771824097798,0.002396141539439074,0.00028197663457649484,2396141.539439074
MMM,3M Co,Industrials,51.48272606585867,1.0000000000000002,0.0021141649048625794,0.08909774929485544,0.09068974815923464,0.0023657832774526184,0.000251618372590039,2365783.2774526183
TMUS,T-Mobile US Inc,Communication Services,57.39792355156271,1.0000000000000002,0.0021141649048625794,0.06347241420727898,0.06582578908016667,0.0023556941403349175,0.00024152923547233812,2355694.1403349177
BAC,Bank of America Corp,Financials,63.77397512378614,0.8000000000000002,0.0021141649048625794,0.12188197749896475,0.12545354698371813,0.0023513378604775818,0.0002371729556150024,2351337.8604775816
USB,US Bancorp,Financials,53.58951262788123,0.8000000000000002,0.0021141649048625794,0.11956219228313084,0.1229121864945504,0.002310125011635472,0.00019596010677289284,2310125.011635472
HCA,HCA Healthcare Inc,Health Care,50.501758544231215,0.35,0.0021141649048625794,0.10212219053900876,0.1053983302612068,0.0022978562417438203,0.00018369133688124093,2297856.2417438203
FICO,Fair Isaac Corp,Information Technology,50.0,0.0,0.0021141649048625794,0.12181517100797196,0.12775575989123944,0.0022501134513797255,0.0001359485465171461,2250113.4513797252
PCAR,PACCAR Inc,Industrials,59.09001075461271,0.5700000000000002,0.0021141649048625794,0.09134079502582121,0.09201311237524673,0.0021496710810726943,3.5506176210114895e-05,2149671.081072694
VTRS,Viatris Inc,Health Care,57.13243486074956,1.0000000000000002,0.0021141649048625794,0.09021803515595957,0.09270919346682942,0.0021417992033087095,2.7634298446130127e-05,2141799.2033087094
WBD,Warner Bros Discovery Inc,Communication Services,55.05925187395386,0.3,0.0021141649048625794,0.1167419839735548,0.12081416535580253,0.0021245884414309874,1.042353656840805e-05,2124588.4414309873
STE,STERIS PLC,Health Care,46.19679158909879,0.42,0.0021141649048625794,0.08342248812262519,0.08507205729981744,0.002118430544488534,4.2656396259544566e-06,2118430.544488534
MSI,Motorola Solutions Inc,Information Technology,59.04232580351351,0.5900000000000002,0.0021141649048625794,0.08245223732062988,0.084219753575205,0.0021103631132660594,-3.8017915965199954e-06,2110363.113266059
CHTR,Charter Communications Inc,Communication Services,51.02009072009072,0.15,0.0021141649048625794,0.08071518121280595,0.08419163357174919,0.002043689864703111,-7.047504015946816e-05,2043689.8647031111
MTB,M&T Bank Corp,Financials,47.23925434900721,0.8000000000000002,0.0021141649048625794,0.11980347898184261,0.12227844516105478,0.002036247531760955,-7.791737310162451e-05,2036247.5317609548
CVNA,Carvana Co,Consumer Discretionary,50.0,0.0,0.0021141649048625794,0.2230660338860069,0.23088825377987535,0.0020295885662793725,-8.457633858320688e-05,2029588.5662793724
VICI,VICI Properties Inc,Real Estate,67.75218262417422,0.5600000000000002,0.0021141649048625794,0.0994193845465211,0.10008628833778663,0.0020245131894904046,-8.965171537217475e-05,2024513.1894904047
PCG,PG&E Corp,Utilities,51.07404658357387,0.9200000000000002,0.0021141649048625794,0.09941952096393902,0.09943628335772997,0.002023499034788076,-9.066587007450352e-05,2023499.0347880758
OMC,Omnicom Group Inc,Communication Services,54.947452983918815,1.0000000000000002,0.0021141649048625794,0.0964526561136807,0.09971850379542471,0.0020120430774553948,-0.00010212182740718459,2012043.0774553947
SLB,SLB Ltd,Energy,68.82422172513905,0.9200000000000002,0.0021141649048625794,0.12952982928697726,0.1267621925570331,0.0019893814205511114,-0.00012478348431146794,1989381.4205511115
SWK,Stanley Black & Decker Inc,Industrials,53.33605445916957,1.0000000000000002,0.0021141649048625794,0.1491973662419353,0.15097197445211813,0.0018776956001699185,-0.00023646930469266086,1877695.6001699185
STT,State Street Corp,Financials,56.879475163879576,0.8000000000000002,0.0021141649048625794,0.127630451353252,0.13124764903131103,0.0018444205904936117,-0.00026974431436896764,1844420.5904936118
WDAY,Workday Inc,Information Technology,51.03808559116185,1.0000000000000002,0.0021141649048625794,0.10523909014947057,0.11368293592774623,0.0017966865465962557,-0.00031747835826632367,1796686.5465962556
TTWO,Take-Two Interactive Software,Communication Services,58.61076923076924,0.29,0.0021141649048625794,0.06459743818116218,0.0676733137166385,0.001756658974832463,-0.00035750593003011644,1756658.9748324628
TRV,Travelers Cos Inc/The,Financials,49.73751268957729,0.8000000000000002,0.0021141649048625794,0.08071625699677798,0.0831329890707179,0.0017430784079635606,-0.00037108649689901875,1743078.4079635607
AXON,Axon Enterprise Inc,Industrials,59.48345620392353,0.21,0.0021141649048625794,0.11191460042257058,0.11642755940345831,0.0017357647412405905,-0.0003784001636219889,1735764.7412405906
ZBRA,Zebra Technologies Corp,Information Technology,54.53262125283868,1.0000000000000002,0.0021141649048625794,0.13549800411361418,0.13818237521374221,0.001724052009520332,-0.00039011289534224736,1724052.009520332
FIS,Fidelity National Information,Financials,49.14203755533113,0.8000000000000002,0.0021141649048625794,0.10021557274177124,0.10525518111022905,0.0017182667216217068,-0.00039589818324087256,1718266.7216217068
TKO,TKO Group Holdings Inc,Communication Services,50.0,0.0,0.0021141649048625794,0.07515367359398924,0.07764461338527212,0.0016978939935158308,-0.00041627091134674855,1697893.9935158307
UHS,Universal Health Services Inc,Health Care,50.0,0.0,0.0021141649048625794,0.1124924018277219,0.11505027952001029,0.001695946032705435,-0.0004182188721571444,1695946.032705435
MRVL,Marvell Technology Inc,Information Technology,59.14121100222791,1.0000000000000002,0.0021141649048625794,0.14754073485476007,0.14904528169834658,0.0016898967756466213,-0.000424268129215958,1689896.7756466214
BAX,Baxter International Inc,Health Care,56.414732320967005,0.8000000000000002,0.0021141649048625794,0.07459857283466398,0.07585068658996555,0.001689425476115313,-0.00042473942874726636,1689425.4761153131
DLTR,Dollar Tree Inc,Consumer Staples,46.47773996149702,0.8000000000000002,0.0021141649048625794,0.07622617613842869,0.07779960019442873,0.001667321259747567,-0.00044684364511501234,1667321.2597475671
VRT,Vertiv Holdings Co,Industrials,50.0,0.0,0.0021141649048625794,0.12710329027491662,0.1286064027631829,0.001638823319483581,-0.0004753415853789983,1638823.319483581
RTX,RTX Corp,Industrials,46.18163098518586,0.8000000000000002,0.0021141649048625794,0.0992563334708507,0.09959417487787015,0.0016274438103786155,-0.0004867210944839639,1627443.8103786155
SYF,Synchrony Financial,Financials,50.92038114508703,0.24,0.0021141649048625794,0.1569614215378099,0.16126860073135707,0.0015756935893910247,-0.0005384713154715547,1575693.5893910248
BKR,Baker Hughes Co,Energy,51.260547763032136,0.8000000000000002,0.0021141649048625794,0.12193160630952786,0.11935833511040664,0.0015412736362903146,-0.0005728912685722648,1541273.6362903146
NOW,ServiceNow Inc,Information Technology,47.150799506170486,1.0000000000000002,0.0021141649048625794,0.11071733723808555,0.11874352780430387,0.0015353205761868217,-0.0005788443286757576,1535320.5761868218
ECHO,EchoStar Corp,Communication Services,50.0,0.0,0.0021141649048625794,0.10405227562021085,0.10453679815560474,0.0015033756823240824,-0.000610789222538497,1503375.6823240824
T,AT&T Inc,Communication Services,52.95516092764033,1.0000000000000002,0.0021141649048625794,0.05942083962600864,0.06027895221065151,0.0015025102762100209,-0.0006116546286525585,1502510.2762100208
YUM,Yum! Brands Inc,Consumer Discretionary,56.56465690956508,1.0000000000000002,0.0021141649048625794,0.07374278901992315,0.07556309934634278,0.0014969494421055102,-0.0006172154627570692,1496949.4421055103
ETN,Eaton Corp PLC,Industrials,63.21936614634035,1.0000000000000002,0.0021141649048625794,0.11685377167122818,0.1175240472065427,0.0014770022366535258,-0.0006371626682090536,1477002.2366535258
NXPI,NXP Semiconductors NV,Information Technology,52.64273594961376,1.0000000000000002,0.0021141649048625794,0.14884868161250306,0.15067911410267823,0.0014501136438879213,-0.000664051260974658,1450113.6438879212
GIS,General Mills Inc,Consumer Staples,53.13767708565096,1.0000000000000002,0.0021141649048625794,0.029495211088945057,0.028912381421360406,0.0014319414270743572,-0.0006822234777882222,1431941.4270743572
FERG,Ferguson Enterprises Inc,Industrials,49.3734809047837,0.8000000000000002,0.0021141649048625794,0.05584028335202311,0.056712696829010936,0.001424654460430659,-0.0006895104444319205,1424654.460430659
FISV,Fiserv Inc,Financials,48.14545237425956,0.8000000000000002,0.0021141649048625794,0.10114574487308367,0.10563286723251314,0.0013836265878028253,-0.0007305383170597541,1383626.5878028253
UNH,UnitedHealth Group Inc,Health Care,48.90568919112776,1.0000000000000002,0.0021141649048625794,0.07382370988369939,0.07761192778413648,0.0013651472376360876,-0.0007490176672264918,1365147.2376360877
LULU,Lululemon Athletica Inc,Consumer Discretionary,58.74845190532639,1.0000000000000002,0.0021141649048625794,0.11309480511790185,0.11885910171453361,0.0013639427238247353,-0.000750222181037844,1363942.7238247353
WTW,Willis Towers Watson PLC,Financials,50.47440493465695,0.8000000000000002,0.0021141649048625794,0.07396346272716177,0.0762051943707761,0.001349789720552526,-0.0007643751843100534,1349789.720552526
FDX,FedEx Corp,Industrials,57.60976891635912,1.0000000000000002,0.0021141649048625794,0.10795622071138176,0.10964623032619875,0.0013143180699477118,-0.0007998468349148676,1314318.0699477117
VMC,Vulcan Materials Co,Materials,53.63247022559095,0.8000000000000002,0.0021141649048625794,0.10008519851599784,0.1018559294032135,0.00129298937336436,-0.0008211755314982193,1292989.37336436
STZ,Constellation Brands Inc,Consumer Staples,46.65546436564043,0.8000000000000002,0.0021141649048625794,0.07825674047860388,0.07880363028767462,0.001288830502870636,-0.0008253344019919435,1288830.5028706358
ACGL,Arch Capital Group Ltd,Financials,53.004436231495056,0.24,0.0021141649048625794,0.09576718708835805,0.09847013736839917,0.0012462713026114608,-0.0008678936022511186,1246271.302611461
FITB,Fifth Third Bancorp,Financials,48.43119484735863,0.8000000000000002,0.0021141649048625794,0.14681284462441155,0.1505197641477831,0.0012048447875387233,-0.0009093201173238561,1204844.7875387233
FTNT,Fortinet Inc,Information Technology,55.11816683315148,1.0000000000000002,0.0021141649048625794,0.10398831320285616,0.10904154179078158,0.001155940288375945,-0.0009582246164866345,1155940.2883759448
TTD,Trade Desk Inc/The,Communication Services,50.0,0.0,0.0021141649048625794,0.15898013877385342,0.16681079957389203,0.0010549189056496132,-0.0010592459992129662,1054918.9056496131
ADI,Analog Devices Inc,Information Technology,68.25153462211593,1.0000000000000002,0.0021141649048625794,0.12407961905265157,0.12500222685785048,0.0010308537989068677,-0.0010833111059557116,1030853.7989068677
TER,Teradyne Inc,Information Technology,52.38123629070428,1.0000000000000002,0.0021141649048625794,0.14329441465446127,0.14163588843635672,0.0010169240122757772,-0.0010972408925868022,1016924.0122757772
JBHT,JB Hunt Transport Services Inc,Industrials,50.3087981915538,0.8000000000000002,0.0021141649048625794,0.09565845554620069,0.09606743948082211,0.0010088489002842592,-0.0011053160045783202,1008848.9002842591
TMO,Thermo Fisher Scientific Inc,Health Care,55.41979917752285,1.0000000000000002,0.0021141649048625794,0.07823384372819632,0.08010988818006817,0.0009982670738795877,-0.0011158978309829916,998267.0738795877
CINF,Cincinnati Financial Corp,Financials,47.99830205754765,0.5600000000000002,0.0021141649048625794,0.09899188122034616,0.10163904465774098,0.0009900579937578292,-0.0011241069111047502,990057.9937578292
RF,Regions Financial Corp,Financials,49.28250693292529,0.8000000000000002,0.0021141649048625794,0.14145673673507606,0.14490264279992593,0.0009467651612812957,-0.0011673997435812837,946765.1612812957
VST,Vistra Corp,Utilities,49.87192602740379,1.0000000000000002,0.0021141649048625794,0.1013328051023904,0.1012529245237168,0.0009201743831915628,-0.0011939905216710165,920174.3831915628
SYY,Sysco Corp,Consumer Staples,56.50868114724357,0.9200000000000002,0.0021141649048625794,0.10203607669144167,0.10381256276364445,0.0009104700805274375,-0.0012036948243351418,910470.0805274375
PANW,Palo Alto Networks Inc,Information Technology,51.60785319713085,1.0000000000000002,0.0021141649048625794,0.08987851988358239,0.09411169487846797,0.0009037272470687578,-0.0012104376577938216,903727.2470687578
GL,Globe Life Inc,Financials,57.4971136579328,0.8000000000000002,0.0021141649048625794,0.10249485078536792,0.1045587032372651,0.0008978393930911826,-0.0012163255117713968,897839.3930911827
EL,Estee Lauder Cos Inc/The,Consumer Staples,54.471512410633714,1.0000000000000002,0.0021141649048625794,0.11294955328693794,0.11584585198934463,0.0008925950839197295,-0.0012215698209428498,892595.0839197295
AOS,A O Smith Corp,Industrials,47.47736669311158,0.5600000000000002,0.0021141649048625794,0.08833357309807728,0.0888828890184965,0.0008411716690288023,-0.001272993235833777,841171.6690288023
CMG,Chipotle Mexican Grill Inc,Consumer Discretionary,47.81644141701331,1.0000000000000002,0.0021141649048625794,0.0868003393800067,0.09036097003587096,0.0008341420842549641,-0.0012800228206076153,834142.084254964
ESS,Essex Property Trust Inc,Real Estate,57.45988335951993,0.7600000000000001,0.0021141649048625794,0.08942431655920961,0.08984935773859022,0.0007121239139394995,-0.00140204099092308,712123.9139394995
CRL,Charles River Laboratories Int,Health Care,49.048776796982935,1.0000000000000002,0.0021141649048625794,0.12281812653933824,0.12621144732755657,0.0007083327681168927,-0.0014058321367456867,708332.7681168927
KEYS,Keysight Technologies Inc,Information Technology,48.8572959645643,1.0000000000000002,0.0021141649048625794,0.10651537126518161,0.10733589040996104,0.0006708761347073278,-0.0014432887701552517,670876.1347073278
SBUX,Starbucks Corp,Consumer Discretionary,58.08516318761984,1.0000000000000002,0.0021141649048625794,0.1011318853796975,0.10382427523671955,0.0006471289943248645,-0.0014670359105377149,647128.9943248645
PFG,Principal Financial Group Inc,Financials,49.99417044206704,0.9200000000000002,0.0021141649048625794,0.13378810288520693,0.13690093799446088,0.000636023042875434,-0.0014781418619871454,636023.042875434
ON,ON Semiconductor Corp,Information Technology,47.87633079264891,1.0000000000000002,0.0021141649048625794,0.1774536639010439,0.17831290512361295,0.000631541575104441,-0.0014826233297581385,631541.5751044409
CNP,CenterPoint Energy Inc,Utilities,63.5622200472009,0.8000000000000002,0.0021141649048625794,0.08320918991057696,0.0816972735574746,0.0006276331539816705,-0.0014865317508809088,627633.1539816705
EXC,Exelon Corp,Utilities,46.18797112899876,0.45,0.0021141649048625794,0.07333108790498423,0.07257130856995739,0.0006076159638641944,-0.001506548940998385,607615.9638641945
CMI,Cummins Inc,Industrials,54.82294920278505,1.0000000000000002,0.0021141649048625794,0.10114230375925584,0.10046602434888834,0.0005790792871955471,-0.0015350856176670324,579079.2871955471
PNC,PNC Financial Services Group I,Financials,54.93581494858349,0.8000000000000002,0.0021141649048625794,0.12120777348153329,0.12402041536347873,0.0005719723411541495,-0.0015421925637084297,571972.3411541495
GRMN,Garmin Ltd,Consumer Discretionary,51.92,0.09,0.0021141649048625794,0.09432374143803132,0.09559313594043198,0.000564883480141573,-0.0015492814247210064,564883.480141573
VMRK,Vivmark Residential,Real Estate,56.78082462074344,0.9200000000000002,0.0021141649048625794,0.0871894290690656,0.08759938336600967,0.0005556625426677644,-0.001558502362194815,555662.5426677644
UNP,Union Pacific Corp,Industrials,46.90498168248128,1.0000000000000002,0.0021141649048625794,0.09235806248463801,0.09310884598367944,0.0005332454595943315,-0.001580919445268248,533245.4595943314
GNRC,Generac Holdings Inc,Industrials,51.49745979404064,0.5600000000000002,0.0021141649048625794,0.13609165348353006,0.13535471625708217,0.0005322753317927169,-0.0015818895730698623,532275.3317927169
CBOE,Cboe Global Markets Inc,Financials,57.56920893108993,0.8000000000000002,0.0021141649048625794,0.04687910721600414,0.04819043111343409,0.0005194069949784256,-0.0015947579098841537,519406.9949784256
TECH,Bio-Techne Corp,Health Care,48.45470401315693,0.7600000000000001,0.0021141649048625794,0.09570543493372957,0.09693366422064026,0.0004579688617481893,-0.00165619604311439,457968.8617481893
MKC,McCormick & Co Inc/MD,Consumer Staples,55.88663670994593,1.0000000000000002,0.0021141649048625794,0.05117930590483514,0.05104520834437909,0.00044391007703401935,-0.00167025482782856,443910.07703401934
GM,General Motors Co,Consumer Discretionary,51.34569276532771,0.9200000000000002,0.0021141649048625794,0.1306744021706515,0.13340303183579694,0.00044274032088355823,-0.001671424583979021,442740.32088355825
TJX,TJX Cos Inc/The,Consumer Discretionary,50.295246775776576,0.8000000000000002,0.0021141649048625794,0.0926195711699871,0.09579892063594402,0.00041646302586293235,-0.001697701878999647,416463.0258629323
DPZ,Domino's Pizza Inc,Consumer Discretionary,49.98339101893088,1.0000000000000002,0.0021141649048625794,0.05356440746238566,0.05558909772646025,0.0003813021862628975,-0.0017328627185996819,381302.1862628975
COHR,Coherent Corp,Information Technology,48.23023067582941,0.6500000000000001,0.0021141649048625794,0.14828201703888422,0.1469754928472631,0.00037360810223366467,-0.0017405568026289146,373608.10223366466
RSG,Republic Services Inc,Industrials,54.93235951212368,0.9200000000000002,0.0021141649048625794,0.06060160962157079,0.06175104426032968,0.0003592928920688754,-0.001754872012793704,359292.89206887543
KDP,Keurig Dr Pepper Inc,Consumer Staples,50.39159277743096,1.0000000000000002,0.0021141649048625794,0.05051791823045636,0.0512658395907548,0.00035775327400743126,-0.001756411630855148,357753.2740074313
TPL,Texas Pacific Land Corp,Energy,53.24832667268971,0.5600000000000002,0.0021141649048625794,0.11914771815968879,0.11558560174680842,0.0003399104681093995,-0.00177425443675318,339910.4681093995
MDT,Medtronic PLC,Health Care,48.65685579427116,1.0000000000000002,0.0021141649048625794,0.07938912580064504,0.08104680836315445,0.0002877358320979677,-0.0018264290727646117,287735.8320979677
LHX,L3Harris Technologies Inc,Industrials,57.26795088067436,0.8000000000000002,0.0021141649048625794,0.0682861857859636,0.06682075986500909,0.0002700467461178554,-0.001844118158744724,270046.7461178554
LMT,Lockheed Martin Corp,Industrials,54.30280993028422,0.8000000000000002,0.0021141649048625794,0.057199886200862395,0.05553203064955591,0.0002562974381841776,-0.0018578674666784017,256297.4381841776
NEE,NextEra Energy Inc,Utilities,58.0357520007107,0.8000000000000002,0.0021141649048625794,0.06871383387441204,0.06672693531064347,0.0002498215694221999,-0.0018643433354403795,249821.5694221999
ALGN,Align Technology Inc,Health Care,50.0,0.0,0.0021141649048625794,0.15265590683183178,0.15548101689823077,0.00015878394533927164,-0.0019553809595233076,158783.94533927165
DHR,Danaher Corp,Health Care,48.77264723231233,0.8500000000000001,0.0021141649048625794,0.08127577246038555,0.08299833891288724,0.00013864284819830274,-0.0019755220566642765,138642.84819830273
ODFL,Old Dominion Freight Line Inc,Industrials,51.63167766458026,0.8000000000000002,0.0021141649048625794,0.10723546654533167,0.10807382005064467,9.902208118984105e-05,-0.0020151428236727382,99022.08118984105
UPS,United Parcel Service Inc,Industrials,52.622233296657456,0.8000000000000002,0.0021141649048625794,0.08374717059236275,0.08434807232431867,8.259227105483572e-05,-0.002031572633807744,82592.27105483571
TSLA,Tesla Inc,Consumer Discretionary,22.931785026430475,0.9200000000000002,0.0021141649048625794,0.13796408201165744,0.1385193113994843,2.5241692006531855e-18,-0.0021141649048625768,2.5241692006531854e-09
FCX,Freeport-McMoRan Inc,Materials,26.98124757845611,0.9200000000000002,0.0021141649048625794,0.15789770652110197,0.1553244634319707,1.817334524693757e-18,-0.0021141649048625776,1.8173345246937568e-09
KKR,KKR & Co Inc,Financials,41.38213821514067,0.8000000000000002,0.0021141649048625794,0.14453815471788226,0.1476028198710124,1.5249085509095267e-18,-0.0021141649048625776,1.5249085509095267e-09
NUE,Nucor Corp,Materials,44.82807893338084,0.8000000000000002,0.0021141649048625794,0.12146641561092861,0.1201873917466449,1.5167858200554917e-18,-0.002114164904862578,1.5167858200554917e-09
LITE,Lumentum Holdings Inc,Information Technology,30.58509273307107,1.0000000000000002,0.0021141649048625794,0.13126799150003757,0.12905025850086613,1.3307273313859624e-18,-0.002114164904862578,1.3307273313859623e-09
AZO,AutoZone Inc,Consumer Discretionary,40.92152312233074,0.5600000000000002,0.0021141649048625794,0.065138273036811,0.06588271778675275,1.284655596354725e-18,-0.002114164904862578,1.2846555963547249e-09
A,Agilent Technologies Inc,Health Care,53.49169708037925,1.0000000000000002,0.0021141649048625794,0.09588797392506801,0.09709000296816507,1.0129613563786977e-18,-0.0021141649048625785,1.0129613563786976e-09
FSLR,First Solar Inc,Information Technology,31.922727260817755,1.0000000000000002,0.0021141649048625794,0.10162848246222816,0.09790585254142585,9.626385762447655e-19,-0.0021141649048625785,9.626385762447654e-10
ARES,Ares Management Corp,Financials,27.897681127738608,0.8000000000000002,0.0021141649048625794,0.1292831774644952,0.13087122987914057,9.397819215587002e-19,-0.0021141649048625785,9.397819215587002e-10
APO,Apollo Global Management Inc,Financials,55.29045321722357,0.8000000000000002,0.0021141649048625794,0.14043702136354633,0.14209323031772975,8.346164035666743e-19,-0.0021141649048625785,8.346164035666743e-10
AEP,American Electric Power Co Inc,Utilities,47.16710814300697,0.8000000000000002,0.0021141649048625794,0.04917152466815498,0.04666064968433801,8.260666352653379e-19,-0.0021141649048625785,8.260666352653379e-10
CF,CF Industries Holdings Inc,Materials,26.96570149496796,0.8000000000000002,0.0021141649048625794,0.09413589553827734,0.0917709882124621,8.218722883229414e-19,-0.0021141649048625785,8.218722883229414e-10
CDNS,Cadence Design Systems Inc,Information Technology,56.142741936847656,0.9200000000000002,0.0021141649048625794,0.10922832560042184,0.11293159539989642,8.173364502323568e-19,-0.0021141649048625785,8.173364502323568e-10
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,51.78400868531585,1.0000000000000002,0.0021141649048625794,0.10352970432657978,0.10647596183758772,7.449246390208085e-19,-0.0021141649048625785,7.449246390208085e-10
PHM,PulteGroup Inc,Consumer Discretionary,44.37192180544466,0.8000000000000002,0.0021141649048625794,0.12710445531571063,0.1261348345676324,6.808545374949012e-19,-0.0021141649048625785,6.808545374949012e-10
MU,Micron Technology Inc,Information Technology,34.359750177513945,0.8000000000000002,0.0021141649048625794,0.14406432041970538,0.14237211810661338,6.786348051194652e-19,-0.0021141649048625785,6.786348051194652e-10
CL,Colgate-Palmolive Co,Consumer Staples,50.94998037502318,1.0000000000000002,0.0021141649048625794,0.04463320390999854,0.045134958886343744,6.73062916513308e-19,-0.0021141649048625785,6.73062916513308e-10
ATO,Atmos Energy Corp,Utilities,53.01017199017199,0.15,0.0021141649048625794,0.05897265352874584,0.057087778781666036,6.544906370116111e-19,-0.0021141649048625785,6.544906370116111e-10
SCHW,Charles Schwab Corp/The,Financials,36.16962670248179,0.5,0.0021141649048625794,0.10803870242234909,0.11125276598302139,5.94760495705898e-19,-0.002114164904862579,5.94760495705898e-10
SNA,Snap-on Inc,Industrials,56.88031541452248,0.5600000000000002,0.0021141649048625794,0.1014796631770776,0.10153626554881003,5.935836741481066e-19,-0.002114164904862579,5.935836741481066e-10
WMB,Williams Cos Inc/The,Energy,29.14281361111008,0.8000000000000002,0.0021141649048625794,0.09265470179907118,0.09106298353241449,5.929086947682633e-19,-0.002114164904862579,5.929086947682633e-10
IEX,IDEX Corp,Industrials,32.76976487280162,0.5600000000000002,0.0021141649048625794,0.09245503891651002,0.0929199970070744,5.894146838608393e-19,-0.002114164904862579,5.894146838608393e-10
DXCM,Dexcom Inc,Health Care,19.04217819016804,0.9200000000000002,0.0021141649048625794,0.09570531975604735,0.09789749019652669,5.77913564623902e-19,-0.002114164904862579,5.77913564623902e-10
ERIE,Erie Indemnity Co,Financials,50.0,0.0,0.0021141649048625794,0.062014060387765746,0.06327364065169916,5.731754740751983e-19,-0.002114164904862579,5.731754740751983e-10
WAT,Waters Corp,Health Care,42.954434109549695,1.0000000000000002,0.0021141649048625794,0.09465371442825389,0.09515006709149686,5.696020538289692e-19,-0.002114164904862579,5.696020538289692e-10
IFF,International Flavors & Fragra,Materials,39.98603957911589,1.0000000000000002,0.0021141649048625794,0.09224652210048899,0.09218013670064287,5.593884480138206e-19,-0.002114164904862579,5.593884480138206e-10
HWM,Howmet Aerospace Inc,Industrials,41.85740430729301,0.8000000000000002,0.0021141649048625794,0.1333018351996558,0.13349225747991592,5.557903049415386e-19,-0.002114164904862579,5.557903049415386e-10
